,air_area_name,encode_air_area_name
16807,Tōkyō-to Shibuya-ku Dōgenzaka,52
16808,Tōkyō-to Shibuya-ku Jingūmae,53
16809,Tōkyō-to Shibuya-ku Shibuya,54
16810,Tōkyō-to Shinagawa-ku Higashigotanda,55
16811,Tōkyō-to Shinagawa-ku Hiromachi,56
16812,Tōkyō-to Shinjuku-ku Kabukichō,57
16813,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16814,Tōkyō-to Suginami-ku Asagayaminami,59
16815,Tōkyō-to Tachikawa-shi Izumichō,60
16816,Tōkyō-to Taitō-ku Higashiueno,61
16817,Tōkyō-to Taitō-ku Kuramae,62
16818,Tōkyō-to Toshima-ku Higashiikebukuro,63
16819,Tōkyō-to Toshima-ku Mejiro,64
16820,Tōkyō-to Toshima-ku Minamiikebukuro,65
16821,Tōkyō-to Toshima-ku Nishiikebukuro,66
16822,Tōkyō-to Ōta-ku Kamata,67
16823,Tōkyō-to Ōta-ku Kamiikedai,68
16824,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16825,Ōsaka-fu Neyagawa-shi Honmachi,70
16826,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16827,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16828,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16829,Ōsaka-fu Ōsaka-shi Nakanochō,75
16830,Ōsaka-fu Ōsaka-shi Shinmachi,76
16831,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16832,Fukuoka-ken Fukuoka-shi Daimyō,0
16833,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16834,Fukuoka-ken Fukuoka-shi Momochi,2
16835,Fukuoka-ken Fukuoka-shi Shiobaru,3
16836,Fukuoka-ken Fukuoka-shi Takatori,4
16837,Fukuoka-ken Fukuoka-shi Torikai,5
16838,Fukuoka-ken Itoshima-shi Maebarunishi,6
16839,Fukuoka-ken Kitakyūshū-shi None,7
16840,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16841,Fukuoka-ken Kurume-shi Jōnanmachi,9
16842,Fukuoka-ken Yame-shi Motomachi,10
16843,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16844,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16845,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
16846,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16847,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16848,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16849,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16850,Hyōgo-ken Himeji-shi Yasuda,18
16851,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16852,Hyōgo-ken Kōbe-shi Kumoidōri,20
16853,Hyōgo-ken Kōbe-shi Motomachidōri,21
16854,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16855,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16856,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16857,Miyagi-ken Sendai-shi Kamisugi,25
16858,Niigata-ken Nagaoka-shi Ōtedōri,26
16859,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16860,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16861,Shizuoka-ken Numazu-shi Miyukichō,29
16862,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16863,Tōkyō-to Bunkyō-ku Kasuga,31
16864,Tōkyō-to Bunkyō-ku Sendagi,32
16865,Tōkyō-to Chiyoda-ku Kudanminami,33
16866,Tōkyō-to Chūō-ku Ginza,34
16867,Tōkyō-to Chūō-ku Tsukiji,35
16868,Tōkyō-to Itabashi-ku Itabashi,36
16869,Tōkyō-to Katsushika-ku Tateishi,37
16870,Tōkyō-to Kita-ku Ōjihonchō,38
16871,Tōkyō-to Koganei-shi Honchō,39
16872,Tōkyō-to Kōtō-ku Kameido,40
16873,Tōkyō-to Kōtō-ku Tōyō,41
16874,Tōkyō-to Machida-shi Morino,42
16875,Tōkyō-to Meguro-ku Kamimeguro,43
16876,Tōkyō-to Minato-ku Akasaka,44
16877,Tōkyō-to Minato-ku Roppongi,45
16878,Tōkyō-to Minato-ku Shibakōen,46
16879,Tōkyō-to Nakano-ku Nakano,47
16880,Tōkyō-to Nerima-ku Toyotamakita,48
16881,Tōkyō-to Setagaya-ku Okusawa,49
16882,Tōkyō-to Setagaya-ku Sangenjaya,50
16883,Tōkyō-to Setagaya-ku Setagaya,51
16884,Tōkyō-to Shibuya-ku Dōgenzaka,52
16885,Tōkyō-to Shibuya-ku Jingūmae,53
16886,Tōkyō-to Shibuya-ku Shibuya,54
16887,Tōkyō-to Shinagawa-ku Higashigotanda,55
16888,Tōkyō-to Shinagawa-ku Hiromachi,56
16889,Tōkyō-to Shinjuku-ku Kabukichō,57
16890,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16891,Tōkyō-to Suginami-ku Asagayaminami,59
16892,Tōkyō-to Tachikawa-shi Izumichō,60
16893,Tōkyō-to Taitō-ku Higashiueno,61
16894,Tōkyō-to Taitō-ku Kuramae,62
16895,Tōkyō-to Toshima-ku Higashiikebukuro,63
16896,Tōkyō-to Toshima-ku Mejiro,64
16897,Tōkyō-to Toshima-ku Minamiikebukuro,65
16898,Tōkyō-to Toshima-ku Nishiikebukuro,66
16899,Tōkyō-to Ōta-ku Kamata,67
16900,Tōkyō-to Ōta-ku Kamiikedai,68
16901,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16902,Ōsaka-fu Neyagawa-shi Honmachi,70
16903,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16904,Ōsaka-fu Ōsaka-shi Fuminosato,72
16905,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16906,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16907,Ōsaka-fu Ōsaka-shi Nakanochō,75
16908,Ōsaka-fu Ōsaka-shi Shinmachi,76
16909,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16910,Fukuoka-ken Fukuoka-shi Daimyō,0
16911,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16912,Fukuoka-ken Fukuoka-shi Momochi,2
16913,Fukuoka-ken Fukuoka-shi Shiobaru,3
16914,Fukuoka-ken Fukuoka-shi Takatori,4
16915,Fukuoka-ken Fukuoka-shi Torikai,5
16916,Fukuoka-ken Itoshima-shi Maebarunishi,6
16917,Fukuoka-ken Kitakyūshū-shi None,7
16918,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16919,Fukuoka-ken Kurume-shi Jōnanmachi,9
16920,Fukuoka-ken Yame-shi Motomachi,10
16921,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16922,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16923,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
16924,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16925,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16926,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16927,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16928,Hyōgo-ken Himeji-shi Yasuda,18
16929,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16930,Hyōgo-ken Kōbe-shi Kumoidōri,20
16931,Hyōgo-ken Kōbe-shi Motomachidōri,21
16932,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16933,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16934,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16935,Miyagi-ken Sendai-shi Kamisugi,25
16936,Niigata-ken Nagaoka-shi Ōtedōri,26
16937,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16938,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16939,Shizuoka-ken Numazu-shi Miyukichō,29
16940,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16941,Tōkyō-to Bunkyō-ku Kasuga,31
16942,Tōkyō-to Bunkyō-ku Sendagi,32
16943,Tōkyō-to Chiyoda-ku Kudanminami,33
16944,Tōkyō-to Chūō-ku Ginza,34
16945,Tōkyō-to Chūō-ku Tsukiji,35
16946,Tōkyō-to Itabashi-ku Itabashi,36
16947,Tōkyō-to Katsushika-ku Tateishi,37
16948,Tōkyō-to Kita-ku Ōjihonchō,38
16949,Tōkyō-to Koganei-shi Honchō,39
16950,Tōkyō-to Kōtō-ku Kameido,40
16951,Tōkyō-to Kōtō-ku Tōyō,41
16952,Tōkyō-to Machida-shi Morino,42
16953,Tōkyō-to Meguro-ku Kamimeguro,43
16954,Tōkyō-to Minato-ku Akasaka,44
16955,Tōkyō-to Minato-ku Roppongi,45
16956,Tōkyō-to Minato-ku Shibakōen,46
16957,Tōkyō-to Nakano-ku Nakano,47
16958,Tōkyō-to Nerima-ku Toyotamakita,48
16959,Tōkyō-to Setagaya-ku Okusawa,49
16960,Tōkyō-to Setagaya-ku Sangenjaya,50
16961,Tōkyō-to Setagaya-ku Setagaya,51
16962,Tōkyō-to Shibuya-ku Dōgenzaka,52
16963,Tōkyō-to Shibuya-ku Jingūmae,53
16964,Tōkyō-to Shibuya-ku Shibuya,54
16965,Tōkyō-to Shinagawa-ku Higashigotanda,55
16966,Tōkyō-to Shinagawa-ku Hiromachi,56
16967,Tōkyō-to Shinjuku-ku Kabukichō,57
16968,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16969,Tōkyō-to Suginami-ku Asagayaminami,59
16970,Tōkyō-to Tachikawa-shi Izumichō,60
16971,Tōkyō-to Taitō-ku Higashiueno,61
16972,Tōkyō-to Taitō-ku Kuramae,62
16973,Tōkyō-to Toshima-ku Higashiikebukuro,63
16974,Tōkyō-to Toshima-ku Mejiro,64
16975,Tōkyō-to Toshima-ku Minamiikebukuro,65
16976,Tōkyō-to Toshima-ku Nishiikebukuro,66
16977,Tōkyō-to Ōta-ku Kamata,67
16978,Tōkyō-to Ōta-ku Kamiikedai,68
16979,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16980,Ōsaka-fu Neyagawa-shi Honmachi,70
16981,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16982,Ōsaka-fu Ōsaka-shi Fuminosato,72
16983,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16984,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16985,Ōsaka-fu Ōsaka-shi Nakanochō,75
16986,Ōsaka-fu Ōsaka-shi Shinmachi,76
16987,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16988,Fukuoka-ken Fukuoka-shi Daimyō,0
16989,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16990,Fukuoka-ken Fukuoka-shi Momochi,2
16991,Fukuoka-ken Fukuoka-shi Shiobaru,3
16992,Fukuoka-ken Fukuoka-shi Takatori,4
16993,Fukuoka-ken Fukuoka-shi Torikai,5
16994,Fukuoka-ken Itoshima-shi Maebarunishi,6
16995,Fukuoka-ken Kitakyūshū-shi None,7
16996,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16997,Fukuoka-ken Kurume-shi Jōnanmachi,9
16998,Fukuoka-ken Yame-shi Motomachi,10
16999,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
17000,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
17001,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
17002,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
17003,Hokkaidō Asahikawa-shi 6 Jōdōri,15
17004,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
17005,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
17006,Hyōgo-ken Himeji-shi Yasuda,18
17007,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
17008,Hyōgo-ken Kōbe-shi Kumoidōri,20
17009,Hyōgo-ken Kōbe-shi Motomachidōri,21
17010,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
17011,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
17012,Hyōgo-ken Takarazuka-shi Tōyōchō,24
17013,Miyagi-ken Sendai-shi Kamisugi,25
17014,Niigata-ken Nagaoka-shi Ōtedōri,26
17015,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
17016,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
17017,Shizuoka-ken Shizuoka-shi Ōtemachi,30
17018,Tōkyō-to Bunkyō-ku Kasuga,31
17019,Tōkyō-to Chiyoda-ku Kudanminami,33
17020,Tōkyō-to Chūō-ku Ginza,34
17021,Tōkyō-to Chūō-ku Tsukiji,35
17022,Tōkyō-to Itabashi-ku Itabashi,36
17023,Tōkyō-to Katsushika-ku Tateishi,37
17024,Tōkyō-to Kita-ku Ōjihonchō,38
17025,Tōkyō-to Koganei-shi Honchō,39
17026,Tōkyō-to Kōtō-ku Kameido,40
17027,Tōkyō-to Kōtō-ku Tōyō,41
17028,Tōkyō-to Machida-shi Morino,42
17029,Tōkyō-to Meguro-ku Kamimeguro,43
17030,Tōkyō-to Minato-ku Akasaka,44
17031,Tōkyō-to Minato-ku Roppongi,45
17032,Tōkyō-to Minato-ku Shibakōen,46
17033,Tōkyō-to Nakano-ku Nakano,47
17034,Tōkyō-to Nerima-ku Toyotamakita,48
17035,Tōkyō-to Setagaya-ku Okusawa,49
17036,Tōkyō-to Setagaya-ku Sangenjaya,50
17037,Tōkyō-to Setagaya-ku Setagaya,51
17038,Tōkyō-to Shibuya-ku Dōgenzaka,52
17039,Tōkyō-to Shibuya-ku Jingūmae,53
17040,Tōkyō-to Shibuya-ku Shibuya,54
17041,Tōkyō-to Shinagawa-ku Hiromachi,56
17042,Tōkyō-to Shinjuku-ku Kabukichō,57
17043,Tōkyō-to Shinjuku-ku Nishishinjuku,58
17044,Tōkyō-to Suginami-ku Asagayaminami,59
17045,Tōkyō-to Tachikawa-shi Izumichō,60
17046,Tōkyō-to Taitō-ku Higashiueno,61
17047,Tōkyō-to Taitō-ku Kuramae,62
17048,Tōkyō-to Toshima-ku Higashiikebukuro,63
17049,Tōkyō-to Toshima-ku Mejiro,64
17050,Tōkyō-to Toshima-ku Minamiikebukuro,65
17051,Tōkyō-to Toshima-ku Nishiikebukuro,66
17052,Tōkyō-to Ōta-ku Kamata,67
17053,Tōkyō-to Ōta-ku Kamiikedai,68
17054,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
17055,Ōsaka-fu Neyagawa-shi Honmachi,70
17056,Ōsaka-fu Sakai-shi Minamikawaramachi,71
17057,Ōsaka-fu Ōsaka-shi Fuminosato,72
17058,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
17059,Ōsaka-fu Ōsaka-shi Nakanochō,75
17060,Ōsaka-fu Ōsaka-shi Shinmachi,76
17061,Ōsaka-fu Ōsaka-shi Ōgimachi,77
17062,Fukuoka-ken Fukuoka-shi Daimyō,0
17063,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
17064,Fukuoka-ken Fukuoka-shi Momochi,2
17065,Fukuoka-ken Fukuoka-shi Shiobaru,3
17066,Fukuoka-ken Fukuoka-shi Takatori,4
17067,Fukuoka-ken Fukuoka-shi Torikai,5
17068,Fukuoka-ken Itoshima-shi Maebarunishi,6
17069,Fukuoka-ken Kitakyūshū-shi None,7
17070,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
17071,Fukuoka-ken Kurume-shi Jōnanmachi,9
17072,Fukuoka-ken Yame-shi Motomachi,10
17073,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
17074,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
17075,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
17076,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
17077,Hokkaidō Asahikawa-shi 6 Jōdōri,15
17078,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
17079,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
17080,Hyōgo-ken Himeji-shi Yasuda,18
17081,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
17082,Hyōgo-ken Kōbe-shi Kumoidōri,20
17083,Hyōgo-ken Kōbe-shi Motomachidōri,21
17084,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
17085,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
17086,Hyōgo-ken Takarazuka-shi Tōyōchō,24
17087,Miyagi-ken Sendai-shi Kamisugi,25
17088,Niigata-ken Nagaoka-shi Ōtedōri,26
17089,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
17090,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
17091,Shizuoka-ken Numazu-shi Miyukichō,29
17092,Shizuoka-ken Shizuoka-shi Ōtemachi,30
17093,Tōkyō-to Bunkyō-ku Kasuga,31
17094,Tōkyō-to Bunkyō-ku Sendagi,32
17095,Tōkyō-to Chiyoda-ku Kudanminami,33
17096,Tōkyō-to Chūō-ku Ginza,34
17097,Tōkyō-to Chūō-ku Tsukiji,35
17098,Tōkyō-to Itabashi-ku Itabashi,36
17099,Tōkyō-to Katsushika-ku Tateishi,37
17100,Tōkyō-to Kita-ku Ōjihonchō,38
17101,Tōkyō-to Koganei-shi Honchō,39
17102,Tōkyō-to Kōtō-ku Kameido,40
17103,Tōkyō-to Kōtō-ku Tōyō,41
17104,Tōkyō-to Machida-shi Morino,42
17105,Tōkyō-to Meguro-ku Kamimeguro,43
17106,Tōkyō-to Minato-ku Akasaka,44
17107,Tōkyō-to Minato-ku Roppongi,45
17108,Tōkyō-to Minato-ku Shibakōen,46
17109,Tōkyō-to Nakano-ku Nakano,47
17110,Tōkyō-to Nerima-ku Toyotamakita,48
17111,Tōkyō-to Setagaya-ku Okusawa,49
17112,Tōkyō-to Setagaya-ku Sangenjaya,50
17113,Tōkyō-to Setagaya-ku Setagaya,51
17114,Tōkyō-to Shibuya-ku Dōgenzaka,52
17115,Tōkyō-to Shibuya-ku Jingūmae,53
17116,Tōkyō-to Shibuya-ku Shibuya,54
17117,Tōkyō-to Shinagawa-ku Higashigotanda,55
17118,Tōkyō-to Shinagawa-ku Hiromachi,56
17119,Tōkyō-to Shinjuku-ku Kabukichō,57
17120,Tōkyō-to Shinjuku-ku Nishishinjuku,58
17121,Tōkyō-to Suginami-ku Asagayaminami,59
17122,Tōkyō-to Tachikawa-shi Izumichō,60
17123,Tōkyō-to Taitō-ku Higashiueno,61
17124,Tōkyō-to Taitō-ku Kuramae,62
17125,Tōkyō-to Toshima-ku Higashiikebukuro,63
17126,Tōkyō-to Toshima-ku Mejiro,64
17127,Tōkyō-to Toshima-ku Minamiikebukuro,65
17128,Tōkyō-to Toshima-ku Nishiikebukuro,66
17129,Tōkyō-to Ōta-ku Kamata,67
17130,Tōkyō-to Ōta-ku Kamiikedai,68
17131,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
17132,Ōsaka-fu Neyagawa-shi Honmachi,70
17133,Ōsaka-fu Sakai-shi Minamikawaramachi,71
17134,Ōsaka-fu Ōsaka-shi Fuminosato,72
17135,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
17136,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
17137,Ōsaka-fu Ōsaka-shi Nakanochō,75
17138,Ōsaka-fu Ōsaka-shi Shinmachi,76
17139,Ōsaka-fu Ōsaka-shi Ōgimachi,77
17140,Fukuoka-ken Fukuoka-shi Daimyō,0
17141,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
17142,Fukuoka-ken Fukuoka-shi Momochi,2
17143,Fukuoka-ken Fukuoka-shi Shiobaru,3
17144,Fukuoka-ken Fukuoka-shi Takatori,4
17145,Fukuoka-ken Fukuoka-shi Torikai,5
17146,Fukuoka-ken Itoshima-shi Maebarunishi,6
17147,Fukuoka-ken Kitakyūshū-shi None,7
17148,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
17149,Fukuoka-ken Kurume-shi Jōnanmachi,9
17150,Fukuoka-ken Yame-shi Motomachi,10
17151,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
17152,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
17153,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
17154,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
17155,Hokkaidō Asahikawa-shi 6 Jōdōri,15
17156,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
17157,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
17158,Hyōgo-ken Himeji-shi Yasuda,18
17159,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
17160,Hyōgo-ken Kōbe-shi Kumoidōri,20
17161,Hyōgo-ken Kōbe-shi Motomachidōri,21
17162,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
17163,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
17164,Hyōgo-ken Takarazuka-shi Tōyōchō,24
17165,Miyagi-ken Sendai-shi Kamisugi,25
17166,Niigata-ken Nagaoka-shi Ōtedōri,26
17167,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
17168,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
17169,Shizuoka-ken Numazu-shi Miyukichō,29
17170,Shizuoka-ken Shizuoka-shi Ōtemachi,30
17171,Tōkyō-to Bunkyō-ku Kasuga,31
17172,Tōkyō-to Bunkyō-ku Sendagi,32
17173,Tōkyō-to Chiyoda-ku Kudanminami,33
17174,Tōkyō-to Chūō-ku Ginza,34
17175,Tōkyō-to Chūō-ku Tsukiji,35
17176,Tōkyō-to Itabashi-ku Itabashi,36
17177,Tōkyō-to Katsushika-ku Tateishi,37
17178,Tōkyō-to Kita-ku Ōjihonchō,38
17179,Tōkyō-to Koganei-shi Honchō,39
17180,Tōkyō-to Kōtō-ku Kameido,40
17181,Tōkyō-to Kōtō-ku Tōyō,41
17182,Tōkyō-to Machida-shi Morino,42
17183,Tōkyō-to Meguro-ku Kamimeguro,43
17184,Tōkyō-to Minato-ku Akasaka,44
17185,Tōkyō-to Minato-ku Roppongi,45
17186,Tōkyō-to Minato-ku Shibakōen,46
17187,Tōkyō-to Nakano-ku Nakano,47
17188,Tōkyō-to Nerima-ku Toyotamakita,48
17189,Tōkyō-to Setagaya-ku Okusawa,49
17190,Tōkyō-to Setagaya-ku Sangenjaya,50
17191,Tōkyō-to Setagaya-ku Setagaya,51
17192,Tōkyō-to Shibuya-ku Dōgenzaka,52
17193,Tōkyō-to Shibuya-ku Jingūmae,53
17194,Tōkyō-to Shibuya-ku Shibuya,54
17195,Tōkyō-to Shinagawa-ku Higashigotanda,55
17196,Tōkyō-to Shinagawa-ku Hiromachi,56
17197,Tōkyō-to Shinjuku-ku Kabukichō,57
17198,Tōkyō-to Shinjuku-ku Nishishinjuku,58
17199,Tōkyō-to Suginami-ku Asagayaminami,59
17200,Tōkyō-to Tachikawa-shi Izumichō,60
17201,Tōkyō-to Taitō-ku Higashiueno,61
17202,Tōkyō-to Taitō-ku Kuramae,62
17203,Tōkyō-to Toshima-ku Higashiikebukuro,63
17204,Tōkyō-to Toshima-ku Mejiro,64
17205,Tōkyō-to Toshima-ku Minamiikebukuro,65
17206,Tōkyō-to Toshima-ku Nishiikebukuro,66
17207,Tōkyō-to Ōta-ku Kamata,67
17208,Tōkyō-to Ōta-ku Kamiikedai,68
17209,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
17210,Ōsaka-fu Neyagawa-shi Honmachi,70
17211,Ōsaka-fu Sakai-shi Minamikawaramachi,71
17212,Ōsaka-fu Ōsaka-shi Fuminosato,72
17213,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
17214,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
17215,Ōsaka-fu Ōsaka-shi Nakanochō,75
17216,Ōsaka-fu Ōsaka-shi Shinmachi,76
17217,Ōsaka-fu Ōsaka-shi Ōgimachi,77
17218,Fukuoka-ken Fukuoka-shi Daimyō,0
17219,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
17220,Fukuoka-ken Fukuoka-shi Momochi,2
17221,Fukuoka-ken Fukuoka-shi Shiobaru,3
17222,Fukuoka-ken Fukuoka-shi Takatori,4
17223,Fukuoka-ken Fukuoka-shi Torikai,5
17224,Fukuoka-ken Itoshima-shi Maebarunishi,6
17225,Fukuoka-ken Kitakyūshū-shi None,7
17226,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
17227,Fukuoka-ken Kurume-shi Jōnanmachi,9
17228,Fukuoka-ken Yame-shi Motomachi,10
17229,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
17230,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
17231,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
17232,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
17233,Hokkaidō Asahikawa-shi 6 Jōdōri,15
17234,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
17235,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
17236,Hyōgo-ken Himeji-shi Yasuda,18
17237,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
17238,Hyōgo-ken Kōbe-shi Kumoidōri,20
17239,Hyōgo-ken Kōbe-shi Motomachidōri,21
17240,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
17241,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
17242,Hyōgo-ken Takarazuka-shi Tōyōchō,24
17243,Miyagi-ken Sendai-shi Kamisugi,25
17244,Niigata-ken Nagaoka-shi Ōtedōri,26
17245,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
17246,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
17247,Shizuoka-ken Numazu-shi Miyukichō,29
17248,Shizuoka-ken Shizuoka-shi Ōtemachi,30
17249,Tōkyō-to Bunkyō-ku Kasuga,31
17250,Tōkyō-to Bunkyō-ku Sendagi,32
17251,Tōkyō-to Chiyoda-ku Kudanminami,33
17252,Tōkyō-to Chūō-ku Ginza,34
17253,Tōkyō-to Chūō-ku Tsukiji,35
17254,Tōkyō-to Itabashi-ku Itabashi,36
17255,Tōkyō-to Katsushika-ku Tateishi,37
17256,Tōkyō-to Kita-ku Ōjihonchō,38
17257,Tōkyō-to Koganei-shi Honchō,39
17258,Tōkyō-to Kōtō-ku Kameido,40
17259,Tōkyō-to Kōtō-ku Tōyō,41
17260,Tōkyō-to Machida-shi Morino,42
17261,Tōkyō-to Meguro-ku Kamimeguro,43
17262,Tōkyō-to Minato-ku Akasaka,44
17263,Tōkyō-to Minato-ku Roppongi,45
17264,Tōkyō-to Minato-ku Shibakōen,46
17265,Tōkyō-to Nakano-ku Nakano,47
17266,Tōkyō-to Nerima-ku Toyotamakita,48
17267,Tōkyō-to Setagaya-ku Okusawa,49
17268,Tōkyō-to Setagaya-ku Sangenjaya,50
17269,Tōkyō-to Setagaya-ku Setagaya,51
17270,Tōkyō-to Shibuya-ku Dōgenzaka,52
17271,Tōkyō-to Shibuya-ku Jingūmae,53
17272,Tōkyō-to Shibuya-ku Shibuya,54
17273,Tōkyō-to Shinagawa-ku Higashigotanda,55
17274,Tōkyō-to Shinagawa-ku Hiromachi,56
17275,Tōkyō-to Shinjuku-ku Kabukichō,57
17276,Tōkyō-to Shinjuku-ku Nishishinjuku,58
17277,Tōkyō-to Suginami-ku Asagayaminami,59
17278,Tōkyō-to Tachikawa-shi Izumichō,60
17279,Tōkyō-to Taitō-ku Higashiueno,61
17280,Tōkyō-to Taitō-ku Kuramae,62
17281,Tōkyō-to Toshima-ku Higashiikebukuro,63
17282,Tōkyō-to Toshima-ku Mejiro,64
17283,Tōkyō-to Toshima-ku Minamiikebukuro,65
17284,Tōkyō-to Toshima-ku Nishiikebukuro,66
